Title,Authors,Price,Stars,Number of Reviews,Published Date,Country,Currency
Machine Learning Simplified: A Beginners' Guide To Revolution (English Edition)  ,[],0.0,3.4,8.0,,Brazil,Brazilian Real
MACHINE LEARNING (Int'l Ed) (College Ie Overruns)  ,[],729.0,4.3,79.0,,Brazil,Brazilian Real
Machine Learning With Python: An In-Depth Guide Beyond the Basics (English Edition)  ,[],0.0,3.3,8.0,,Brazil,Brazilian Real
Machine Learning Interview Questions and Answers (Become a ML Engineer Book 1) (English Edition)  ,[],16.0,3.0,3.0,,Brazil,Brazilian Real
Machine Learning: For Students and Professionals (English Edition)  ,[],0.0,,,,Brazil,Brazilian Real
"Machine Learning: 2 Book in 1: The Ultimate Guide to Artificial Intelligence, Data Science and Deep Learning with Python  ",[],51.0,,,,Brazil,Brazilian Real
"Machine Learning Mastery: From A to Z with Code : ""A to Z Machine Learning with Code: From Fundamentals to Advanced Concepts – A Hands-On Guide for Building Intelligent Systems"" (English Edition)  ",[],5.0,,,,Brazil,Brazilian Real
"Power BI Machine Learning and OpenAI: Explore data through business intelligence, predictive analytics, and text generation  ",[],437.0,5.0,2.0,,Brazil,Brazilian Real
"Concepts in Action: Representation, Learning, and Application (Language, Cognition, and Mind Book 9) (English Edition)  ",[],0.0,4.3,9.0,,Brazil,Brazilian Real
Machine Learning for Auditors: Automating Fraud Investigations Through Artificial Intelligence  ,[],292.0,3.0,2.0,,Brazil,Brazilian Real
Intermediate Simple Machines: Inclined Planes  ,[],,,,,Brazil,
"Advanced Computing, Machine Learning, Robotics and Internet Technologies: First International Conference, AMRIT 2023, Silchar, India, March 10–11, 2023, ... Science Book 1954) (English Edition)  ",[],299.0,,,,Brazil,Brazilian Real
"Advanced Computing, Machine Learning, Robotics and Internet Technologies: First International Conference, AMRIT 2023, Silchar, India, March 10–11, 2023, ... Science Book 1953) (English Edition)  ",[],299.0,,,,Brazil,Brazilian Real
Deep Learning for Natural Language Processing  ,[],368.0,4.5,2.0,,Brazil,Brazilian Real
That Book on AI and Machine Learning: A One-Hour Intro (English Edition)  ,[],0.0,3.9,4.0,,Brazil,Brazilian Real
Data Scientist Lined Notebook: Data Science Journal 120 Pages 6x9 Inch For Big Data Scientist Machine Learning  ,[],,,,,Brazil,
"A Handbook of Mathematical Models with Python: Elevate your machine learning projects with NetworkX, PuLP, and linalg  ",[],463.0,,,,Brazil,Brazilian Real
Predict Air Pollution Level using Machine Learning: Get Practical Hands-on Experience (Become a ML Engineer Book 4) (English Edition)  ,[],1.0,,,,Brazil,Brazilian Real
"JUMPSTART YOUR MACHINE LEARNING JOURNEY: LEARN EFFORTLESSLY, EVEN WITH NO PRIOR EXPERIENCE: ACCELERATE YOUR CAREER IN DATA SCIENCE AND ARTIFICIAL INTELLIGENCE WITH MACHINE LEARNING (English Edition)  ",[],0.0,,,,Brazil,Brazilian Real
Machine Learning with PySpark: With Natural Language Processing and Recommender Systems  ,[],92.0,4.2,16.0,,Brazil,Brazilian Real
Probabilistic Machine Learning for Finance and Investing: A Primer to Generative AI with Python  ,[],474.0,4.0,1.0,,Brazil,Brazilian Real
Machine Learning with Python: Comprehensive Guide of Tips and Tricks of using Machine Learning Theories with Python (English Edition)  ,[],0.0,5.0,7.0,,Brazil,Brazilian Real
"Neural Networks: Step-by-Step | Understand How Neural Networks Work, Starting With Simple Ideas (Machine Learning Book 1) (English Edition)  ",[],11.0,4.2,16.0,,Brazil,Brazilian Real
Lecture Notes for Machine Learning and Data Science Courses (English Edition)  ,[],0.0,,,,Brazil,Brazilian Real
Artificial Intelligence in Finance: A Python-Based Guide  ,[],378.0,4.3,46.0,,Brazil,Brazilian Real
"Machine Learning for Beginners: A Comprehensive Guide to Mastering Algorithms, Data Science, and Artificial Intelligence (English Edition)  ",[],0.0,,,,Brazil,Brazilian Real
10 Machine Learning Blueprints You Should Know for Cybersecurity: Protect your systems and boost your defenses with cutting-edge AI techniques  ,[],436.0,,,,Brazil,Brazilian Real
"Quantitative Trading Strategies Using Python: Technical Analysis, Statistical Testing, and Machine Learning  ",[],,,,,Brazil,
MATLAB Machine Learning Recipes: A Problem-Solution Approach (English Edition)  ,[],227.0,,,,Brazil,Brazilian Real
How Smart Machines Think  ,[],76.0,4.3,71.0,,Brazil,Brazilian Real
Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning  ,[],367.0,4.3,67.0,,Brazil,Brazilian Real
"My Journey Into Machine Learning Notebook (Model 2): Work Hard and Make it Happen: Customized 120 Page Lined 6"" x 9"", Notebook/Journal Gift, Matte Finish  ",[],,,,,Brazil,
Causal Analysis: Impact Evaluation and Causal Machine Learning with Applications in R  ,[],383.0,4.0,2.0,,Brazil,Brazilian Real
"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition  ",[],464.0,4.6,1.126,,Brazil,Brazilian Real
Machine Learning: A Bayesian and Optimization Perspective  ,[],592.0,4.4,29.0,,Brazil,Brazilian Real
"Machine Learning: A Comprehensive, Step-by-Step Guide to Intermediate Concepts and Techniques in Machine Learning (English Edition)  ",[],11.0,4.5,2.0,,Brazil,Brazilian Real
"Data Science on AWS: Implementing End-To-End, Continuous AI and Machine Learning Pipelines  ",[],362.0,4.5,195.0,,Brazil,Brazilian Real
The Alignment Problem - Machine Learning and Human Values  ,[],,4.6,369.0,,Brazil,
"PYTHON MACHINE LEARNING: The Ultimate Basic Guide For Beginners To Learn How To Design Types Of Automatic Production With Classification Algorithms, Create ... WITH PYTHON Book 1) (English Edition)  ",[],0.0,3.1,4.0,,Brazil,Brazilian Real
Machine Learning for Absolute Beginners: A Plain English Introduction (First Edition) (English Edition)  ,[],18.0,4.2,468.0,,Brazil,Brazilian Real
Supervised Machine Learning for Kids (Tinker Toddlers): STEAM Book to Kick-Start Your Future Genius! (English Edition)  ,[],0.0,4.2,19.0,,Brazil,Brazilian Real
Machine Learning for Engineers (English Edition)  ,[],24.0,5.0,1.0,,Brazil,Brazilian Real
"EBooks para crianças, máquina de leitura de voz firme para crianças, máquina de leitura de livros, desenvolvimento multisensorial, casa de bebê para crianças  ",[],102.0,,,,Brazil,Brazilian Real
Fairness and Machine Learning: Limitations and Opportunities (Adaptive Computation and Machine Learning series) (English Edition)  ,[],329.0,,,,Brazil,Brazilian Real
Machine Learning: The Definitive Guide. (3 Books in 1: Machine Learning for Beginners; Artificial Intelligence Business Applications; Artificial Intelligence and Machine Learning for Business)  ,[],207.0,3.5,2.0,,Brazil,Brazilian Real
"Learning with Kernels: Support Vector Machines, Regularization, Optimization, and Beyond  ",[],747.0,4.5,23.0,,Brazil,Brazilian Real
Machine Learning in Production: Master the art of delivering robust Machine Learning solutions with MLOps  ,[],376.0,4.7,4.0,,Brazil,Brazilian Real
"Beyond the Code: GPT Models, The Singularity, and Posthumanism (Through the AI Lens: The Futurism Files) (English Edition)  ",[],24.0,,,,Brazil,Brazilian Real
Machine Learning: 4 Books in 1: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide to Build Intelligent Systems Using Python Libraries  ,[],143.0,4.2,158.0,,Brazil,Brazilian Real
"Dilwe Chinese Learning Machine, Chinese Learning Machine Educational Chinese Speaking Tablet to Learn Pinyin for 3 Years Old and Up Kids  ",[],111.0,,,,Brazil,Brazilian Real
"Nickelodeon Blaze and the Monster Machines ""Let's Blaze"" Jumbo Coloring and Activity Book  ",[],209.0,4.6,158.0,,Brazil,Brazilian Real
Machine Learning with Python: Advanced and Effective Strategies Using Machine Learning with Python Theories (English Edition)  ,[],0.0,4.5,2.0,,Brazil,Brazilian Real
Machine Learning Design Interview: Machine Learning System Design Interview (English Edition)  ,[],184.0,3.2,20.0,,Brazil,Brazilian Real
"Tnfeeon Arabic English Electroic Educational Book, Educational Arabic English Audio Book Interactive for Kindergarten for Baby  ",[],159.0,,,,Brazil,Brazilian Real
The Hundred-Page Machine Learning Book in italiano (Italian Edition)  ,[],254.0,,,,Brazil,Brazilian Real
Machine Learning with Python: The Basics (English Edition)  ,[],0.0,3.8,6.0,,Brazil,Brazilian Real
Pssopp Children Early Reading Machine Early Education Point Reading Machine Thai English Chinese Kid Reading Machine Children's eBook  ,[],77.0,,,,Brazil,Brazilian Real
Graph Convolutional Neural Networks and Beyond: Exploring Advanced Techniques in Applied Machine Learning (AI & Machine Learning) (English Edition)  ,[],0.0,,,,Brazil,Brazilian Real
"Python Machine Learning for Beginners: Learning from Scratch Numpy, Pandas, Matplotlib, Seaborn, SKlearn and TensorFlow 2.0 for Machine Learning & Deep ... Science for Beginners) (English Edition)  ",[],24.0,4.4,63.0,,Brazil,Brazilian Real
Python Machine Learning: The Ultimate Intermediate Guide to Learn Python Machine Learning Step by Step using Scikit-Learn and Tensorflow (Computer Programming) (English Edition)  ,[],0.0,5.0,1.0,,Brazil,Brazilian Real
Python Machine Learning for Beginners: Python Machine Learning Essentials. Build Your First AI Application (English Edition)  ,[],0.0,4.0,13.0,,Brazil,Brazilian Real
Machine Learning & Artificial Intelligence for Kids | Full eBook Collection (Tinker Toddlers): STEAM Baby for Infants and Toddlers (English Edition)  ,[],0.0,4.8,8.0,,Brazil,Brazilian Real
Machine Learning with Python: A Practical Beginner's Guide (English Edition)  ,[],0.0,,,,Brazil,Brazilian Real
"UCreate Caderno de esboços Poly Cover, pesado, 15 x 23 cm, preto, 75 folhas  ",[],70.0,4.7,3.437,,Brazil,Brazilian Real
"Caixa Organizadora Vaultz Ccomhave(13,1 X 21,1 X 6,1Cm) Az, 803150, Azul  ",[],96.0,4.7,30.0,,Brazil,Brazilian Real
Top 100 Machine Learning Interview Questions: Interview Guide (English Edition)  ,[],0.0,,,,Brazil,Brazilian Real
Machine Learning: Theoretical Foundations and Practical Applications (Studies in Big Data Book 87) (English Edition)  ,[],638.0,,,,Brazil,Brazilian Real
Dinosaur Digger 2 - Truck Games for Kids toddlers  ,[],,3.6,554.0,,Brazil,
"Shanrya Childrens Learning Machine, Interesting Childrens Reading Machine, Interactive Development Stimulation  ",[],79.0,,,,Brazil,Brazilian Real
Dinosaur Farm - Tractor Games for kids toddlers  ,[],,3.9,556.0,,Brazil,
Zerodis Children Reading Machine Interesting Kids Multifunction Learning Machine with Pen Chalk Eraser for Early Education (Blue)  ,[],80.0,,,,Brazil,Brazilian Real
Machine Learning Algorithms: Handbook  ,[],329.0,,,,Brazil,Brazilian Real
Intermediate Simple Machines: Inclined Planes (Home Use)  ,[],,,,,Brazil,
"WEYI Chinese Learning Tablet, Chinese Learning Machine Rounded Corner Improve Interactive Logical Thinking for Kids Age 3 and Up for Birthday Gift  ",[],,,,,Brazil,
Knitting lessons for beginners  ,[],,,,,Brazil,
"LISND Educational Electronic Learning Book, Promote Body Sensory Arabic Learning Sound Book Guide Pronunciation for Daily Use for Kids  ",[],105.0,,,,Brazil,Brazilian Real
Intermediate Simple Machines: Levers  ,[],,,,,Brazil,
Learn How To Draw Weapons easily  ,[],,2.8,5.0,,Brazil,
"Learning Sound Book, Electronic Sound Book Improve Ability Chinese English Burmese Audio Book with Pen for Daily Playing for Kids  ",[],81.0,,,,Brazil,Brazilian Real
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically  ,[],341.0,4.7,5.0,,Brazil,Brazilian Real
"Introduction to Machine Learning, Fourth Edition  ",[],578.0,4.8,68.0,,Brazil,Brazilian Real
Mathematical Aspects of Deep Learning  ,[],663.0,3.5,4.0,,Brazil,Brazilian Real
"Machine Learning with BigQuery ML: Create, execute, and improve machine learning models in BigQuery using standard SQL queries  ",['Alessandro Marrandino'],37.0,4.5,2.0,2021-06-11,Germany,Pounds
Exploring Mars (English Edition)  ,[],0.0,,,2023-10-19,Germany,Pounds
Machine Learning and AI in Finance  ,[],50.0,,,,Germany,Pounds
"Natural Language Processing with TensorFlow: The definitive NLP book to implement the most sought-after machine learning models and tasks, 2nd Edition  ",['Thushan Ganegedara'],30.0,4.3,9.0,2022-07-29,Germany,Pounds
"Machine Learning for Business Analytics: Concepts, Techniques, and Applications in R  ",['Galit Shmueli'],130.0,5.0,1.0,2023-02-08,Germany,Pounds
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ","['Reid Blackman', 'Audio CD']",22.0,4.3,50.0,2022-07-12,Germany,Pounds
Deep Learning (The MIT Press Essential Knowledge series)  ,"['John D. Kelleher', 'Audio CD']",14.0,4.5,351.0,2019-08-16,Germany,Pounds
MACHINE LEARNING WITH PYTHON: A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,['Alexander Cane'],20.0,3.7,22.0,2019-07-26,Germany,Pounds
MOXIC Soft Geometric Living Room Rug Rectangle Kids Crawling Bedroom Fleece Non Slip Modern Home Decor Mats Indoor Outdoor Runners Kids Room Rug 18x33cm  ,[],117.0,5.0,1.0,2022-10-15,Germany,Pounds
Big Data and Machine Learning in Quantitative Investment (Wiley Finance Editions)  ,['Tony Guida'],44.0,4.3,35.0,2019-02-15,Germany,Pounds
"Practical Mathematics for AI and Deep Learning: A Concise yet In-Depth Guide on Fundamentals of Computer Vision, NLP, Complex Deep Neural Networks and Machine Learning (English Edition)  ",['Tamoghna Ghosh'],31.0,3.6,5.0,2022-12-30,Germany,Pounds
Mastering Classification Algorithms for Machine Learning: Learn how to apply Classification algorithms for effective Machine Learning solutions (English Edition)  ,['Partha Majumdar'],35.0,5.0,1.0,2023-05-23,Germany,Pounds
Mastering AI Programming: From Basics to Beyond #1: Building Intelligent Systems from Scratch: A Comprehensive Guide to AI Development (English Edition)  ,[],0.0,,,2023-10-18,Germany,Pounds
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition  ",['Denis Rothman'],32.0,4.2,17.0,2020-02-28,Germany,Pounds
Deep Learning for Coders With Fastai and Pytorch: AI Applications Without a Phd  ,"['Jeremy Howard', 'Sylvain Gugger']",62.0,4.7,470.0,2020-08-11,Germany,Pounds
Machine Learning with Quantum Computers (Quantum Science and Technology)  ,[],116.0,4.8,9.0,2021-11-18,Germany,Pounds
MASTERING C# PROGRAMMING AND PYTHON MASTERY FOR INTERMEDIATE PROGRAMMERS: UNLEASHING THE POWER OF ADVANCED PYTHON TECHNIQUES AND AN IN-DEPTH GUIDE FOR ... CODERS - 2 BOOKS IN 1 (English Edition)  ,[],0.0,,,2023-10-17,Germany,Pounds
Quantum Machine Learning: Thinking and Exploration in Neural Network Models for Quantum Science and Quantum Computing (Quantum Science and Technology)  ,[],139.0,,,2023-12-10,Germany,Pounds
"Prompt Engineering Guide: 3 Books in 1 - ""Unlocking the Potential of AI Conversations: A Comprehensive Prompt Engineering Trilogy"" (English Edition)  ",[],0.0,,,2023-10-18,Germany,Pounds
Data Mesh Architecture: Achieving Excellence in Efficiency and Innovation (English Edition)  ,[],0.0,,,2023-10-19,Germany,Pounds
"Generative AI Development with Langchain: The Ultimate Guide for experts and Beginners, Unveiling the Latest in Deep Learning, Development, and Deployment ... to expert developer)) (English Edition)  ",[],7.0,,,2023-10-08,Germany,Pounds
Predictive Analytics : Forecasting Futures one data point at a time (Modern Quant Book 4) (English Edition)  ,[],0.0,,,2023-10-20,Germany,Pounds
Mastering Robotics Research: From Enthusiast To Expert (English Edition)  ,[],5.0,,,2023-10-19,Germany,Pounds
"Natural Language Understanding with Python: Combine natural language technology, deep learning, and large language models to create human-like language comprehension in computer systems  ",[],37.0,5.0,1.0,2023-06-30,Germany,Pounds
Fei-Fei Li : A Human-Centered Visionary for Artificial Intelligence (English Edition)  ,[],0.0,,,2023-10-18,Germany,Pounds
"AI Basics for Managers: A Comprehensive Guide for Managers to Implement, Measure, and Optimize AI in Business Operations Within the AI Revolution (AI Fundamentals) (English Edition)  ",[],0.0,,,2023-10-18,Germany,Pounds
Quantum Computing Impact: Unleashing the Power of Data for the Future (English Edition)  ,[],0.0,,,2023-10-19,Germany,Pounds
Database Management for Beginners: 3 in 1 Guide: Navigating the World of Data Storage and Organization (English Edition)  ,[],0.0,,,2023-10-18,Germany,Pounds
A primer guide on technology for beginners: Unlocking secret of technology (English Edition)  ,[],0.0,,,2023-10-18,Germany,Pounds
"OltreUmano: Per un'architettura del vivente (""Gli Strumenti"" direttore Antonino Saggio Vol. 10) (Italian Edition)  ",[],6.0,,,2023-10-19,Germany,Pounds
Machine Learning for Factor Investing: Python Version (Chapman and Hall/Crc Financial Mathematics)  ,['Guillaume Coqueret'],85.0,2.0,1.0,2023-08-08,Germany,Pounds
Architecting Data and Machine Learning Platforms: Enable Analytics and AI-Driven Innovation in the Cloud  ,['Marco Tranquillin'],56.0,,,2024-01-30,Germany,Pounds
Deep Learning with PyTorch Step-by-Step: A Beginner's Guide: Volume I: Fundamentals (English Edition)  ,['Daniel Voigt Godoy'],3.0,4.6,37.0,2022-01-22,Germany,Pounds
Machine Learning with Python for Beginners Book Series  ,[],,,,,Germany,
Privacy-Preserving Machine Learning (SpringerBriefs on Cyber Security Systems and Networks)  ,[],33.0,,,2022-03-15,Germany,Pounds
Implementing Machine Learning for Finance: A Systematic Approach to Predictive Risk and Performance Analysis for Investment Portfolios  ,['Tshepo Chris Nokeri'],24.0,3.0,1.0,2021-05-27,Germany,Pounds
Praxisbuch Unsupervised Learning: Machine-Learning-Anwendungen für ungelabelte Daten mit Python programmieren (Animals)  ,['Ankur A. Patel'],39.0,4.4,6.0,2020-04-20,Germany,Pounds
"Generative Deep Learning: Teaching Machines to Paint, Write, Compose, and Play  ",['David Foster'],58.0,4.5,206.0,2019-07-08,Germany,Pounds
Google Cloud Certified Professional Machine Learning Engineer Study Guide  ,[],53.0,,,2024-01-29,Germany,Pounds
Foundations of Computer Vision (Adaptive Computation and Machine Learning series)  ,[],91.0,,,2024-02-20,Germany,Pounds
"Machine Learning for Civil and Environmental Engineers: A Practical Approach to Data-Driven Analysis, Explainability, and Causality  ",['M. Z. Naser'],73.0,,,2023-10-26,Germany,Pounds
Machine Learning with Neural Networks: An Introduction for Scientists and Engineers  ,['Bernhard Mehlig'],49.0,4.0,2.0,2021-11-30,Germany,Pounds
"Cloud Native AI and Machine Learning on AWS: Use SageMaker for building ML models, automate MLOps, and take advantage of numerous AWS AI services (English Edition)  ","['Premkumar Rangarajan', 'David Bounds']",29.0,4.5,8.0,2023-02-14,Germany,Pounds
"Machine Learning Security Principles: Keep data, networks, users, and applications safe from prying eyes  ",['John Paul Mueller'],35.0,4.0,1.0,2022-12-30,Germany,Pounds
Machine Learning: For Students and Professionals (English Edition)  ,[],0.0,,,2023-10-16,Germany,Pounds
Understanding Deep Learning  ,[],90.0,,,2023-12-05,Germany,Pounds
"Machine Learning For Absolute Beginners: A Plain English Introduction (AI, Data Science, Python & Statistics for Beginners, Band 3)  ",['Oliver Theobald'],16.0,4.4,1474.0,2018-01-01,Germany,Pounds
"Mastering Machine Learning Algorithms: Expert techniques for implementing popular machine learning algorithms, fine-tuning your models, and understanding how they work, 2nd Edition  ",['Giuseppe Bonaccorso'],37.0,4.3,54.0,2020-01-31,Germany,Pounds
Practical Simulations for Machine Learning: Using Synthetic Data for AI  ,[],51.0,5.0,4.0,2022-06-28,Germany,Pounds
"Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",['Aurélien Géron'],67.0,4.8,3203.0,2019-10-11,Germany,Pounds
Grundkurs Machine Learning: Aus der Buchreihe »Informatik verstehen«. Ideal zum Selbststudium  ,['Paul Wilmott'],29.0,4.1,25.0,2020-07-28,Germany,Pounds
Advances in Financial Machine Learning  ,['Audio CD'],44.0,4.4,535.0,2018-02-21,Germany,Pounds
"Machine Learning – kurz & gut: Eine Einführung mit Python, Sckit-Learn und TensorFlow  ",['Oliver Zeigermann'],14.0,4.4,29.0,2021-04-22,Germany,Pounds
Machine Learning for High-Risk Applications: Techniques for Responsible AI  ,"['Patrick Hall', 'James Curtis']",53.0,5.0,5.0,2023-05-23,Germany,Pounds
Distributional Reinforcement Learning (Adaptive Computation and Machine Learning)  ,['Marc G. Bellemare'],63.0,4.6,3.0,2023-05-30,Germany,Pounds
AI and Machine Learning for On-Device Development: A Programmer's Guide  ,"['Laurence Moroney', 'Audio CD']",59.0,4.6,13.0,,Germany,Pounds
Building Machine Learning Powered Applications: Going from Idea to Product  ,['Emmanuel Ameisen'],55.0,4.4,130.0,2020-02-04,Germany,Pounds
"Machine Learning: The Basics (Machine Learning: Foundations, Methodologies, and Applications)  ",['Alexander Jung'],59.0,5.0,1.0,2022-01-22,Germany,Pounds
Mathematical Analysis of Machine Learning Algorithms  ,[],44.0,4.0,1.0,2023-08-10,Germany,Pounds
Einführung in Machine Learning mit Python: Praxiswissen Data Science  ,['Andreas C. Müller'],39.0,4.5,38.0,2017-06-26,Germany,Pounds
Machine Learning System Design Interview  ,"['Ali Aminian', 'Alex Xu']",39.0,4.2,85.0,2023-01-28,Germany,Pounds
Machine Learning for Cybersecurity Cookbook: Over 80 recipes on how to implement machine learning algorithms for building security systems using Python  ,[],37.0,4.3,18.0,2019-11-25,Germany,Pounds
Machine Learning for Engineers  ,[],54.0,,,,Germany,Pounds
"Machine Learning with BigQuery ML: Create, execute, and improve machine learning models in BigQuery using standard SQL queries  ",['Alessandro Marrandino'],37.0,4.5,2.0,2021-06-11,Germany,Pounds
Machine Learning and AI in Finance  ,[],50.0,,,,Germany,Pounds
"Natural Language Processing with TensorFlow: The definitive NLP book to implement the most sought-after machine learning models and tasks, 2nd Edition  ",['Thushan Ganegedara'],30.0,4.3,9.0,2022-07-29,Germany,Pounds
"Machine Learning for Business Analytics: Concepts, Techniques, and Applications in R  ",['Galit Shmueli'],130.0,5.0,1.0,2023-02-08,Germany,Pounds
MOXIC Soft Geometric Living Room Rug Rectangle Kids Crawling Bedroom Fleece Non Slip Morocco Modern Home Decor Mats Indoor Outdoor Runner Kids Room 18x22cm  ,[],106.0,,,2022-07-26,Germany,Pounds
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ","['Reid Blackman', 'Audio CD']",22.0,4.3,50.0,2022-07-12,Germany,Pounds
Mastering AI Programming: From Basics to Beyond #1: Building Intelligent Systems from Scratch: A Comprehensive Guide to AI Development (English Edition)  ,[],0.0,,,2023-10-18,Germany,Pounds
Deep Learning (The MIT Press Essential Knowledge series)  ,"['John D. Kelleher', 'Audio CD']",14.0,4.5,351.0,2019-08-16,Germany,Pounds
"HBR's 10 Must Reads on AI (with bonus article ""How to Win with Machine Learning"" by Ajay Agrawal, Joshua Gans, and Avi Goldfarb)  ",['Hardcover'],18.0,2.0,1.0,,Germany,Pounds
MACHINE LEARNING WITH PYTHON: A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,['Alexander Cane'],20.0,3.7,22.0,2019-07-26,Germany,Pounds
Big Data and Machine Learning in Quantitative Investment (Wiley Finance Editions)  ,['Tony Guida'],44.0,4.3,35.0,2019-02-15,Germany,Pounds
"Practical Mathematics for AI and Deep Learning: A Concise yet In-Depth Guide on Fundamentals of Computer Vision, NLP, Complex Deep Neural Networks and Machine Learning (English Edition)  ",['Tamoghna Ghosh'],31.0,3.6,5.0,2022-12-30,Germany,Pounds
Mastering Classification Algorithms for Machine Learning: Learn how to apply Classification algorithms for effective Machine Learning solutions (English Edition)  ,['Partha Majumdar'],35.0,5.0,1.0,2023-05-23,Germany,Pounds
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition  ",['Denis Rothman'],32.0,4.2,17.0,2020-02-28,Germany,Pounds
Advancements in Reinforcement Learning: Unlocking the Future of AI (Series of Layman pocket learning for knowledge seekers) (English Edition)  ,['RUTURAJ R. RAVAL'],1.0,,,2023-10-18,Germany,Pounds
Machine Learning for Cybersecurity Cookbook: Over 80 recipes on how to implement machine learning algorithms for building security systems using Python  ,[],37.0,4.3,18.0,2019-11-25,Germany,Pounds
Machine Learning with Python: A Practical Beginners’ Guide (Machine Learning with Python for Beginners Book Series 2) (English Edition)  ,['Oliver Theobald'],3.0,4.5,182.0,2019-08-15,Germany,Pounds
Pattern Recognition and Machine Learning (Information Science and Statistics)  ,['Christopher M. Bishop'],79.0,4.6,674.0,2006-08-17,Germany,Pounds
"Introduction to Machine Learning, fourth edition (Adaptive Computation and Machine Learning series)  ",['Ethem Alpaydin'],84.0,4.7,69.0,2020-03-24,Germany,Pounds
Machine Learning: New and Collected Stories (English Edition)  ,"['Hugh Howey', 'Paperback', 'MP3 CD']",9.0,4.3,848.0,2017-10-03,Germany,Pounds
Programming Machine Learning: From Zero to Deep Learning  ,['Paolo Perrotta'],39.0,4.8,47.0,2020-04-14,Germany,Pounds
DEEP LEARNING WITH KERAS AND MACHINE LEARNING MADE SIMPLE - 2 BOOKS IN 1: A BEGINNER’S GUIDE TO PROGRAMMING (English Edition)  ,[],0.0,,,,Germany,Pounds
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R  ,['Yoon Hyup Hwang'],37.0,4.2,72.0,2019-03-29,Germany,Pounds
"Hands-On Machine Learning with C++: Build, train, and deploy end-to-end machine learning and deep learning pipelines  ",['Kirill Kolodiazhnyi'],41.0,4.4,41.0,2020-05-15,Germany,Pounds
"Machine Learning with R: Learn techniques for building and improving machine learning models, from data preparation to model tuning, evaluation, and working with big data, 4th Edition  ",['Brett Lantz'],37.0,4.5,14.0,2023-05-29,Germany,Pounds
"Generative Deep Learning: Teaching Machines To Paint, Write, Compose, and Play  ",['David Foster'],64.0,4.6,46.0,2023-06-06,Germany,Pounds
Optimization for Machine Learning (Neural Information Processing series)  ,['Suvrit Sra'],50.0,4.3,5.0,,Germany,Pounds
"Machine Learning, revised and updated edition (The MIT Press Essential Knowledge series)  ",['Ethem Alpaydin'],12.0,4.4,31.0,2021-08-17,Germany,Pounds
Python for Machine Learning: A Practical Guide (English Edition)  ,[],0.0,,,,Germany,Pounds
Understanding Machine Learning: From Theory to Algorithms  ,[],44.0,4.4,241.0,2014-07-17,Germany,Pounds
Interpretable Machine Learning: A Guide For Making Black Box Models Explainable  ,['Christoph Molnar'],50.0,4.2,40.0,2022-02-28,Germany,Pounds
CBA - Isolation and Control of Hazardous Energy – Design & Construct (English Edition)  ,[],9.0,,,2023-10-19,Germany,Pounds
Red Planet's Mystique Unraveling Mars' Enigma (English Edition)  ,[],0.0,,,2023-10-20,Germany,Pounds
Renewed Solar Glow Radiance Rekindled (English Edition)  ,[],0.0,,,2023-10-20,Germany,Pounds
A First Course in Machine Learning (Machine Learning & Pattern Recognition) (English Edition)  ,['Simon Rogers'],28.0,4.3,38.0,2016-10-14,Germany,Pounds
Statistical Inference and Machine Learning for Big Data (Springer Series in the Data Sciences)  ,[],121.0,,,2022-12-01,Germany,Pounds
"Deploy Machine Learning Models to Production: With Flask, Streamlit, Docker, and Kubernetes on Google Cloud Platform  ",['Pramod Singh'],23.0,3.6,7.0,2020-12-15,Germany,Pounds
The A.I. Roadmap: Human Learning in the Age of Smart Machines  ,[],29.0,,,2023-08-28,Germany,Pounds
Python for Machine Learning: A Practical Guide (English Edition)  ,[],0.0,,,,Germany,Pounds
From Deep Learning to Rational Machines: What the History of Philosophy Can Teach Us About the Future of Artificial Intelligence  ,[],31.0,,,2023-11-24,Germany,Pounds
"Introduction to Online Convex Optimization, second edition (Adaptive Computation and Machine Learning series)  ",['Elad Hazan'],59.0,3.5,4.0,,Germany,Pounds
Machine Learning for Experiments in the Social Sciences (Elements in Experimental Political Science)  ,[],10.0,5.0,3.0,2023-04-13,Germany,Pounds
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,['Steven Finlay'],19.0,4.5,20.0,2021-05-27,Germany,Pounds
