Title,Authors,Price,Stars,Number of Reviews,Published Date,Country,Currency
"Programming Skills for Data Science: Start Writing Code to Wrangle, Analyze, and Visualize Data with R: Core Skills for Quantitative Analysis with R and Git  ",['Kindle-editie'],38.0,4.4,57.0,,Singapore,Euro
Fact Oriented Modeling with FCO-IM: Capturing Business Semantics in Data Models with Fully Communication Oriented Information Modeling  ,['Kindle-editie'],59.0,4.0,1.0,,Singapore,Euro
Dive Into Data Science: Use Python To Tackle Your Toughest Business Challenges  ,['Kindle-editie'],28.0,4.6,3.0,,Singapore,Euro
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights  ,['Kindle-editie'],50.0,4.6,48.0,,Singapore,Euro
Practical Data Privacy: Enhancing Privacy and Security in Data  ,['Kindle-editie'],35.0,4.3,9.0,,Singapore,Euro
Machine Learning and Data Sciences for Financial Markets: A Guide to Contemporary Practices  ,['Kindle-editie'],118.0,5.0,1.0,,Singapore,Euro
Data Pipelines Pocket Reference: Moving and Processing Data for Analytics  ,['Kindle-editie'],19.0,4.5,310.0,,Singapore,Euro
Creating Value with Data Analytics in Marketing: Mastering Data Science  ,"['Kindle-editie', 'Hardcover']",36.0,3.0,1.0,,Singapore,Euro
Music Data Analysis: Foundations and Applications: 23  ,"['Kindle-editie', 'Paperback']",67.0,5.0,2.0,,Singapore,Euro
"Data Science Projects with Python: A case study approach to successful data science projects using Python, pandas, and scikit-learn  ",['Kindle-editie'],32.0,4.3,86.0,,Singapore,Euro
"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition  ",['Kindle-editie'],46.0,4.6,1.132,,Singapore,Euro
"AI 2023: Advances in Artificial Intelligence: 36th Australasian Joint Conference on Artificial Intelligence, AI 2023, Brisbane, QLD, Australia, November ... Science Book 14471) (English Edition)  ",['Paperback'],61.0,,,,Singapore,Euro
"Data Wrangling with R: Load, explore, transform and visualize data for modeling with tidyverse libraries  ",['Kindle-editie'],76.0,4.7,4.0,,Singapore,Euro
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization's digital transformation  ",['Kindle-editie'],30.0,4.3,90.0,,Singapore,Euro
Kimball's Data Warehouse Toolkit Classics: 3 Volume Set  ,[],125.0,4.6,68.0,,Singapore,Euro
"The Decision Maker's Handbook to Data Science: A Guide for Non-Technical Executives, Managers, and Founders  ",['Kindle-editie'],37.0,4.6,7.0,,Singapore,Euro
The Self-Service Data Roadmap: Democratize Data and Reduce Time to Insight  ,['Kindle-editie'],47.0,4.4,57.0,,Singapore,Euro
Architecting Data and Machine Learning Platforms: Enable Analytics and AI-Driven Innovation in the Cloud  ,['Kindle-editie'],61.0,,,,Singapore,Euro
"Effective Data Storytelling: How to Drive Change with Data, Narrative and Visuals  ",['Kindle-editie'],28.0,4.6,231.0,,Singapore,Euro
Practical Linear Algebra for Data Science: From Core Concepts to Applications Using Python  ,['Kindle-editie'],47.0,4.5,38.0,,Singapore,Euro
Discovering Knowledge in Data: An Introduction to Data Mining: 4  ,[],73.0,4.0,20.0,,Singapore,Euro
The Shape of Data: Geometry-Based Machine Learning and Data Analysis in R  ,['Kindle-editie'],25.0,5.0,3.0,,Singapore,Euro
"Mastering Tableau 2023 - Fourth Edition: Implement advanced business intelligence techniques, analytics, and machine learning models with Tableau  ",['Kindle-editie'],40.0,5.0,6.0,,Singapore,Euro
An Introduction to Syntax (English Edition)  ,"['Hardcover', 'Paperback']",29.0,4.7,8.0,,Singapore,Euro
"Knowledge Management and Acquisition for Intelligent Systems: 19th Principle and Practice of Data and Knowledge Acquisition Workshop, PKAW 2023, Jakarta, ... Science Book 14317) (English Edition)  ",['Paperback'],38.0,,,,Singapore,Euro
"The Science of Science: Big Data, Metrics, and Impact  ","['Kindle-editie', 'Hardcover']",25.0,4.5,26.0,,Singapore,Euro
Be Data Analytical: How to Use Analytics to Turn Data into Value  ,"['Kindle-editie', 'Hardcover']",30.0,4.4,4.0,,Singapore,Euro
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series)  ,"['Kindle-editie', 'Hardcover']",19.0,4.4,463.0,,Singapore,Euro
Big Data: A Very Short Introduction  ,['Kindle-editie'],11.0,4.4,104.0,,Singapore,Euro
Observability Engineering: Achieving Production Excellence  ,['Kindle-editie'],34.0,4.4,124.0,,Singapore,Euro
Data Modeling Made Simple: A Practical Guide for Business and IT Professionals  ,['Kindle-editie'],39.0,4.3,101.0,,Singapore,Euro
Storytelling with Data: Let's Practice!  ,['Kindle-editie'],37.0,4.7,627.0,,Singapore,Euro
Bayesian Optimization and Data Science  ,['Kindle-editie'],61.0,3.0,3.0,,Singapore,Euro
"Data Governance: The Definitive Guide: People, Processes, and Tools to Operationalize Data Trustworthiness  ",['Kindle-editie'],43.0,4.3,75.0,,Singapore,Euro
Alta Books Data Science Para Leigos  ,[],91.0,4.4,74.0,,Singapore,Euro
Data Quality Fundamentals: A Practitioner's Guide to Building Trustworthy Data Pipelines  ,['Kindle-editie'],35.0,4.1,22.0,,Singapore,Euro
"Everyday Business Storytelling: Create, Simplify, and Adapt A Visual Narrative for Any Audience  ",['Kindle-editie'],29.0,4.6,280.0,,Singapore,Euro
Data Modeling Made Simple with erwin DM  ,['Kindle-editie'],79.0,4.0,5.0,,Singapore,Euro
The Book of Dash: Build Dashboards with Python and Plotly  ,['Kindle-editie'],27.0,4.1,17.0,,Singapore,Euro
Geographic Data Science with Python  ,"['Kindle-editie', 'Hardcover']",62.0,,,,Singapore,Euro
Artificial Intelligence and Data Science for Leaders: Methodologies and Applications (English Edition)  ,['Paperback'],9.0,,,,Singapore,Euro
Purview of Data Science: A Smart Book of Data Science (English Edition)  ,[],2.0,,,,Singapore,Euro
Cracking the Data Science Interview: 101+ Data Science Questions & Solutions  ,['Kindle-editie'],14.0,3.9,56.0,,Singapore,Euro
"Statistics for Absolute Beginners (Second Edition) (AI, Data Science, Python & Statistics for Beginners) (English Edition)  ","['Hardcover', 'Paperback']",3.0,4.3,184.0,,Singapore,Euro
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations  ","['Kindle-editie', 'Hardcover']",46.0,4.5,99.0,,Singapore,Euro
"Data Governance: How to Design, Deploy, and Sustain an Effective Data Governance Program  ",['Kindle-editie'],46.0,4.5,112.0,,Singapore,Euro
Data Visualization: A Practical Introduction  ,"['Kindle-editie', 'Hardcover']",39.0,4.7,198.0,,Singapore,Euro
R Programming for Data Science  ,[],28.0,4.3,23.0,,Singapore,Euro
Data Smart: Using Data Science to Transform Information into Insight (English Edition)  ,['Paperback'],31.0,,,,Singapore,Euro
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People  ,['Kindle-editie'],40.0,4.7,1.289,,Singapore,Euro
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python  ,['Kindle-editie'],56.0,4.4,281.0,,Singapore,Euro
"Graph-Based Representation and Reasoning: 26th International Conference on Conceptual Structures, ICCS 2021, Virtual Event, September 20–22, 2021, Proceedings ... Science Book 12879) (English Edition)  ",['Paperback'],32.0,,,,Singapore,Euro
The Algorithm Design Manual  ,"['Kindle-editie', 'Paperback']",67.0,4.5,333.0,,Singapore,Euro
Process Mining: Data Science in Action  ,"['Kindle-editie', 'Hardcover']",71.0,4.6,47.0,,Singapore,Euro
Introduction to Data Science: Data Analysis and Prediction Algorithms with R  ,['Kindle-editie'],82.0,4.8,38.0,,Singapore,Euro
Data and Analytics Strategy for Business: Unlock Data Assets and Increase Innovation with a Results-Driven Data Strategy  ,"['Kindle-editie', 'Hardcover']",31.0,4.8,31.0,,Singapore,Euro
"Data Strategy: How to Profit from a World of Big Data, Analytics and Artificial Intelligence  ","['Kindle-editie', 'Hardcover']",20.0,4.5,40.0,,Singapore,Euro
Machine Learning with Python Cookbook: Practical solutions from preprocessing to deep learning  ,[],54.0,4.6,113.0,,Singapore,Euro
"Hacks, Leaks, and Revelations: The Art of Analyzing Hacked and Leaked Data  ",['Kindle-editie'],47.0,,,,Singapore,Euro
Data Science for Beginners: 3 in 1 Book: A Beginner's Roadmap to Analyzing the Future. Empowering Insights from Raw Data (English Edition)  ,"['Hardcover', 'Paperback']",4.0,5.0,2.0,,Singapore,Euro
DAX Patterns: Second Edition  ,['Kindle-editie'],42.0,4.7,295.0,,Singapore,Euro
"Accountability and Security in the Cloud: First Summer School, Cloud Accountability Project, A4Cloud, Malaga, Spain, June 2-6, 2014, Revised Selected Papers ... Science Book 8937) (English Edition)  ",['Paperback'],37.0,3.0,1.0,,Singapore,Euro
The Microsoft Data Warehouse Toolkit: With SQL Server 2008 R2 and the Microsoft Business Intelligence Toolset  ,"['Kindle-editie', 'Paperback (Mass Market)']",28.0,4.5,37.0,,Singapore,Euro
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data Visualizations, ... (All Things Data) (English Edition)  ","['Hardcover', 'Paperback']",12.0,4.3,38.0,,Singapore,Euro
Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles  ,['Kindle-editie'],37.0,4.4,2.84,,Singapore,Euro
Making with Data: Physical Design and Craft in a Data-Driven World  ,"['Kindle-editie', 'Hardcover']",45.0,5.0,1.0,,Singapore,Euro
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science  ,['Kindle-editie'],59.0,4.3,82.0,,Singapore,Euro
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are  ","['Kindle-editie', 'Paperback', 'Cd']",18.0,4.4,5.722,,Singapore,Euro
"Graph Data Modeling in Python: A practical guide to curating, analyzing, and modeling data with graphs  ",['Kindle-editie'],54.0,4.0,1.0,,Singapore,Euro
"The Ultimate Data and AI Guide: 150 FAQs About Artificial Intelligence, Machine Learning and Data  ",['Kindle-editie'],21.0,4.6,80.0,,Singapore,Euro
Machine Learning for Data Science Handbook: Data Mining and Knowledge Discovery Handbook  ,[],212.0,,,,Singapore,Euro
Data Literacy in Practice: A complete guide to data literacy and making smarter decisions with data through intelligent actions  ,['Kindle-editie'],26.0,4.4,7.0,,Singapore,Euro
The Metaverse: And How It Will Revolutionize Everything  ,['Kindle-editie'],25.0,4.4,813.0,,Singapore,Euro
SQL Pocket Guide: A Guide to SQL Usage  ,['Kindle-editie'],22.0,4.8,152.0,,Singapore,Euro
Python for Data Science For Dummies (English Edition)  ,['Paperback'],23.0,,,,Singapore,Euro
Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2023)  ,"['Kindle-editie', 'Hardcover']",39.0,4.4,194.0,,Singapore,Euro
Python Programming For Beginners: Unearth the Magic of Python from Foundational Steps to the Nexus of Data Dance and Advanced Algorithms (English Edition)  ,['Paperback'],0.0,,,,Singapore,Euro
"The Reliable Field Guide To UFO Science, Media And Data Sources: Your Guide For Who To Know And Where To Go With UFO (Unidentified Flying Objects)  ","['Kindle-editie', 'Paperback']",30.0,4.5,5.0,,Singapore,Euro
IoT Applications for Healthcare Systems  ,"['Kindle-editie', 'Paperback']",73.0,,,,Singapore,Euro
The Model Thinker: What You Need to Know to Make Data Work for You  ,"['Kindle-editie', 'Paperback', 'Cd']",25.0,4.5,472.0,,Singapore,Euro
"Learning SQL: Generate, Manipulate, and Retrieve Data  ","['Kindle-editie', 'Cd']",52.0,4.6,413.0,,Singapore,Euro
Data Mesh: Delivering Data-Driven Value at Scale  ,"['Kindle-editie', 'Cd']",60.0,4.5,237.0,,Singapore,Euro
Business Skills for Data Scientists: Practical Guidance in Six Key Topics  ,['Kindle-editie'],45.0,4.3,7.0,,Singapore,Euro
The Chief Data Officer Management Handbook: Set Up and Run an Organization’s Data Supply Chain  ,['Kindle-editie'],33.0,4.4,28.0,,Singapore,Euro
Invisible Women: Exposing Data Bias in a World Designed for Men  ,"['Kindle-editie', 'Hardcover', 'Cd']",12.0,4.6,10.845,,Singapore,Euro
Game Data Science  ,"['Kindle-editie', 'Hardcover']",49.0,5.0,7.0,,Singapore,Euro
How to Lead in Data Science  ,[],58.0,4.2,11.0,,Singapore,Euro
"Network Science with Python: Explore the networks around us using network science, social network analysis, and machine learning  ",['Kindle-editie'],75.0,5.0,7.0,,Singapore,Euro
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,"['Kindle-editie', 'Paperback']",9.0,3.1,15.0,,Singapore,Euro
Football Hackers: The Science and Art of a Data Revolution  ,['Kindle-editie'],15.0,4.6,786.0,,Singapore,Euro
"Mastering Apache Storm: Real-time big data streaming using Kafka, Hbase and Redis (English Edition)  ",['Paperback'],28.0,5.0,1.0,,Singapore,Euro
Query: Getting Information from Data with the Wolfram Language  ,['Kindle-editie'],30.0,,,,Singapore,Euro
"SQL QuickStart Guide: The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL  ","['Kindle-editie', 'Hardcover', 'Spiral-bound']",27.0,4.5,1.402,,Singapore,Euro
"Agile Data Warehouse Design: Collaborative Dimensional Modeling, from Whiteboard to Star Schema  ",[],36.0,4.6,191.0,,Singapore,Euro
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS  ,['Kindle-editie'],42.0,4.3,78.0,,Singapore,Euro
Frame Theory in Data Science  ,[],191.0,,,,Singapore,Euro
Computer Science Distilled: Learn the Art of Solving Computational Problems  ,"['Kindle-editie', 'Hardcover']",22.0,4.5,926.0,,Singapore,Euro
Learning Microsoft Power Bi: Transforming Data Into Insights  ,['Kindle-editie'],48.0,4.4,22.0,,Singapore,Euro
Data Science: Learn About the Realms of Data Science From a-z (Ultimate Guide to Master Data Mining and Data-analytic From Linear Algebra)  ,[],15.0,,,,Singapore,Euro
"A Vast Machine: Computer Models, Climate Data, and the Politics of Global Warming  ","['Kindle-editie', 'Hardcover']",35.0,4.4,23.0,,Singapore,Euro
Data Quality: Empowering Businesses with Analytics and AI  ,"['Kindle-editie', 'Cd']",22.0,4.6,12.0,,Singapore,Euro
Applied Longitudinal Data Analysis for Medical Science: A Practical Guide  ,"['Kindle-editie', 'Hardcover']",56.0,,,,Singapore,Euro
"No Bullshit Math for Data Science: Your Comprehensive, Short and Sharp Guide to the Mathematics of Data Science  ",[],29.0,3.8,4.0,,Singapore,Euro
Data Fluency: Empowering Your Organization with Effective Data Communication  ,['Kindle-editie'],25.0,4.2,84.0,,Singapore,Euro
A Practical Guide to Database Design  ,[],,5.0,1.0,,Singapore,
Data Mining: Concepts and Techniques  ,"['Kindle-editie', 'Hardcover']",83.0,3.9,13.0,,Singapore,Euro
Data Governance For Dummies  ,['Kindle-editie'],18.0,4.2,20.0,,Singapore,Euro
"Data Science: Grundlagen, Methoden und Modelle der Statistik  ",[],24.0,4.6,3.0,,Singapore,Euro
Halo Data: Understanding and Leveraging the Value of your Data  ,['Kindle-editie'],28.0,,,,Singapore,Euro
Introduction to YAML: Demystifying YAML Data Serialization Format  ,"['Kindle-editie', 'Hardcover']",14.0,3.8,26.0,,Singapore,Euro
Bayesian Data Analysis  ,['Kindle-editie'],77.0,4.7,218.0,,Singapore,Euro
"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures  ","['Kindle-editie', 'Hardcover']",20.0,5.0,3.0,,Singapore,Euro
"MacBook for Seniors: A Detailed Guide to Mastering, Customizing, and Protecting Your MacBook Experience (English Edition)  ",['Paperback'],0.0,,,,Singapore,Euro
Algorithms and Data Structures for CRM (English Edition)  ,[],0.0,,,,Singapore,Euro
"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures  ","['Kindle-editie', 'Hardcover']",20.0,5.0,3.0,,Singapore,Euro
Designing Data Governance from the Ground Up: Six Steps to Build a Data-Driven Culture  ,['Kindle-editie'],29.0,3.5,2.0,,Singapore,Euro
Leading with AI and Analytics: Build Your Data Science IQ to Drive Business Value  ,"['Kindle-editie', 'Cd']",22.0,4.6,21.0,,Singapore,Euro
Big Data For Dummies  ,['Kindle-editie'],18.0,4.2,207.0,,Singapore,Euro
Azure Databricks Cookbook: Accelerate and scale real-time analytics solutions using the Apache Spark-based analytics service  ,['Kindle-editie'],49.0,4.2,30.0,,Singapore,Euro
Building the Data Warehouse  ,[],42.0,4.6,23.0,,Singapore,Euro
"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies  ",['Kindle-editie'],80.0,4.8,59.0,,Singapore,Euro
"EXCEL: The Complete and Practical Guide to Become a True Excel Master in 7 Days, From Beginner to Expert | +360 Illustrative Examples, Charts, Formulas, Step-by-Step Tutorials, Tips & Tricks  ",[],16.0,4.5,93.0,,Singapore,Euro
Statistics for Big Data For Dummies  ,['Kindle-editie'],14.0,4.3,20.0,,Singapore,Euro
"Data Analysis with R - Second Edition: A comprehensive guide to manipulating, analyzing, and visualizing data in R  ",['Kindle-editie'],43.0,4.4,21.0,,Singapore,Euro
